Title,Author First Name,Author Last Name,Category,Location
Russell the Sheep,Rob,Scotton,Farm,Resource Room
Ruthie And The (Not So) Teeny Tiny Lie,Laura,Rankin,Feelings & Emotions,Resource Room
Sadie and the Snowman,Allen,Morgan,Winter,Resource Room
Safari,Gail,Tuchman,Zoo,Resource Room
Safari in South Africa,Amanda ,Lumry,Animals,S.T.E.A.M.
Sam Never Forgets,Eve,Rice,Community Helpers,Resource Room
"Same, Same But Different",Jenny Sue,Kostecki-Shaw,Accepting Differences,Resource Room
Sammy Spider's First Hanukkah,Sylvia A.,Rouss,December Holidays,Resource Room
Santa's Underwear,Marty Rhodes,Figley,Christmas,Resource Room
Sassy Baby's First Words,,Grosset & Dunlap,Board Book,Resource Room
Saving Money,Rebecca,Rissman,Weather/Forces,S.T.E.A.M.
Say Something,Peter H.,Reynolds,All About Me,Resource Room
Say Something,Peter,Reynolds,Author Study,Author Study
Say What?,Angela,DiTerlizzi,Activity Room,Activity Room
Scardey Squirrel,Melanie,Watt,Feelings & Emotions,Resource Room
Scared Squirrel at Night,Melanie,Watt,,
Scaredy Squirrel makes a friend,Melanie,Watt,How To Be A Friend,Resource Room
"Scaredy-Cat, Splat!",Rob,Scotton,Halloween,Resource Room
School's First Day Of School,Adam,Rex,School,Resource Room
Screws,Martha E. H.,Rustad,Building,STEAM
Scribble Art,MaryAnn F.,Kohl,Artists,S.T.E.A.M.
Sea Creatures,Pamela,Chanko,Ocean,Resource Room
Sea Otters,Jill,Esbaum,Sea Life,
Sea Shapes,Suse,MacDonald,Ocean,Resource Room
Sea Turtles,Valerie J.,Weber,Ocean,Resource Room
Sea Turtles,Gail,Gibbons,Sea Life,
Sea Turtles,Laura,Marsh,Sea Life,
Seals Are Awesome,Jaclyn,Jaycox,Polar Animals,Resource Room
Secret Pizza Party,Adam,Rublin,Food/Nutrition,Resource Room
See The Snow,Scottie,Jones,Winter,Resource Room
"Seed, Sprout, Pumkin, Pie",Jill,Esbaum,Halloween,Resource Room
Seek and Slide: On The Farm,Debi,Ani,Farm,Resource Room
Senorita Mariposa,Ben,Gundersheimer,Insects,S.T.E.A.M.
Seurat and La Grande Jatte,Robert,Burleigh,Artists,S.T.E.A.M.
Shades Of People,Shelley ,Rotner,Accepting Differences,Resource Room
Shadows,Sharon,Coan,Weather/Forces,S.T.E.A.M.
Shake my Sillies Out,Raffi,,Activity Room,Activity Room
Shante Keys and the New Year's Peas,Gail,Piernas-Davenport,December Holidays,Resource Room
Share and Take Turns,Cheri J.,Meiners,Beginning of the Year,Resource Room
Shark Detective,Jessica,Olien,Ocean,Resource Room
Sharks,Seymour,Simon,Ocean,Resource Room
Sharks,Valerie J.,Weber,Ocean,Resource Room
Sharks,Anne,Schreiber,Sea Life,
Sheep,Michelle,Hasselius,Farm,Resource Room
Sheep in a Jeep,Nancy,Shaw,Farm,Resource Room
Sheep in the Jeep,Nancy,Shaw,Board Book,Resource Room
"Shelia Rae, The Brave",Kevin,Henkes,Activity Room,Activity Room
Shh! Bears Sleeping,David,Martin,Hibernation,Resource Room
Ship Shapes,Stella,Blackstone,Shapes,Resource Room
Shiver Me Letters A Pirate ABC,June,Sobel,Alaphabet,Resource Room
Shivery Shades Of Halloween,Mary McKenna,Siddals,Halloween,Resource Room
Should I Share My Ice Cream?,Mo ,Williams,Author Study,Author Study
Should I Share My Ice Cream?,Mo ,Williams,Sharing,Resource Room
Shout! Shout it Out!,Denise,Fleming,Author Study,Author Study
Silly Doggy!,Adam,Stower,Pets,Resource Room
Silly Sally,Audrey,Wood,Activity Room,Activity Room
Silverlicious,Victoria,Kann,,
Simple Machines,Toni,Albert,S.T.E.A.M. Lab,S.T.E.A.M.
"Simple Machines: Wheels, Levers, and Pulleys",David A.,Adler,Building,STEAM
Sing and Wing,Sue,Stendahl,Animals,S.T.E.A.M.
Six Crows,Leo,Lionni,Author Study,Author Study
Size,Henry,Pluckrose,Weather/Forces,S.T.E.A.M.
Skippyjon Jones,Judy,Schachner,Activity Room,Activity Room
Skippyjon Jones And The Big Bones,Judy,Schacher,Dinosaurs,Resource Room
Skippyjon Jones in the Dog House,Judy,Schachner,Activity Room,Activity Room
Skippyjon Jones: Lost in Space,Judy,Schachner,Space,Resource Room
SkippyjonJones In Mummy Trouble,Judy,Schachner,Activity Room,Activity Room
Sky Color,Peter,Reynolds,Author Study,Author Study
Sky Color,Peter H.,Reynolds,Colors,Resource Room
Sleep Tight with the Very Hungry Caterpillar,Eric,Carle,Author Study,Author Study
Sleep Train,Jonathan ,London,Transportation,Resource Room
"Sleep, Bear!",Shelby,Alinsky,Animals,S.T.E.A.M.
"Slither, Snake!",Shelby,Alinsky,Fall,Resource Room
"Slowly, Slowly, Slowly, Said the Sloth",Eric,Carle,Author Study,Author Study
Slugs in Love,Susan,Pearson,Valentine's Day,Resource Room
Small Wonders,Eric,Carle,Author Study,Author Study
Smelly Bill,Daniel,Postgate,Pets,Resource Room
Smiling from Ear to Ear,Kaitlyn,Chu,School,Resource Room
Snappy Little Dinosaurs,Beth,Harwood,Dinosaurs,Resource Room
Sneezy The Snowman,Maureen,Wright,Winter,Resource Room
Snow,Marion Dane,Bauer,Weather,Resource Room
Snow,Marion Dane,Bauer,Winter,Resource Room
Snow,Anita,Ganeri,Winter,Resource Room
Snow Day!,Rita,Balducci,Winter,Resource Room
Snow Day!,Candice,Ransom,Winter,Resource Room
Snow Friends,M. Christina,Butler,Winter,Resource Room
Snow Globe Family,Jane,O'Connor,Winter,Resource Room
Snow Is Falling,Franklyn M.,Branley,Winter,Resource Room
Snow Leopards,Jill,Esbaum,Polar Animals,Resource Room
Snowball,Sue,Hendra,Winter,Resource Room
Snowball Moon,Fran Cannon,Slayton,Winter,Resource Room
Snowballs,Lois,Ehlert,Winter,Resource Room
Snowflakes: A Pop-Up Book,Jennifer Preston,Chushcoff,Winter,Resource Room
Snowman At Night,Caralyn,Buehner,Winter,Resource Room
Snowman Magic,Katherine,Tegen,Winter,Resource Room
Snowman Magic,Katherine,Tegen,Winter,Resource Room
Snowman-Cold = Puddle,Laura Purdie,Salas,Weather/Forces,S.T.E.A.M.
Snowmen All Year,Caralyn,Buehner,Winter,Resource Room
Snowmen At Christmas,Caralyn,Buehner,Christmas,Resource Room
Snowmen At Halloween,Caralyn,Buehner,Halloween,Resource Room
Snowy Owls Are Awesome,Helen,Frost,Polar Animals,Resource Room
Snowy Owls Are Awesome,Jaclyn,Jaycox,Polar Animals,Resource Room
Snowy Weather,Sally,Lee,Weather,Resource Room
Snuggle Puppy! A Little Love Song,Sandra,Boynton,Valentine's Day,Resource Room
"Snuggle Up, Sleepy Ones",Claire,Freedman,,
"Sofia Valdez, Future Prez",Andrea,Beaty,S.T.E.A.M.,S.T.E.A.M.
Solar System All About Space,Alexandra,Zageris,Space,Resource Room
Solitary Animals: Introverts Of The Wild,Joshua David,Stein,Zoo,Resource Room
Some Bugs,Angela ,Diterlizzi,Bugs,Resource Room
Sometimes I Grumblesquinch,Rachel,Vail,Feelings & Emotions,Resource Room
Space: For Kids Who Really Love Space,Sarah,Powell,Space,Resource Room
Sparky!,Jenny,Offill,Zoo,Resource Room
"Speak Up, Molly Lou Melon",Patty,Lovell,All About Me,Resource Room
"Speak Up, Molly Lou Melon",Patty,Lovell,Feelings & Emotions,Resource Room
Spectacular Spring: All Kinds Of Spring Facts And Fun,Bruce,Goldstone,Spring,Resource Room
Spending Money,Rebecca,Rissman,Weather/Forces,S.T.E.A.M.
Sperm Whales And Other Deep-Water Life,Sally,Morgan,Ocean,Resource Room
Spiders,Franklin,Watts,Bugs,Resource Room
"Spiky, Slimy, Smooth What is Texture?",Jane,Brocket,Five Senses,Resource Room
Splat The Cat,Rob,Scotton,Pets,Resource Room
Splat the Cat,Rob,Scotton,,
Splat the Cat on with the Show,Rob,Scotton,Activity Room,Activity Room
Splat The Cat Sings Flat,Rob,Scotton,Activity Room,Activity Room
Splat The Cat: Oopsie-Daisy,Rob,Scotton,Spring,Resource Room
Spookley The Square Pumpkin: A Family To Be Thankful For,Joe,Troiano,Thanksgiving,Resource Room
Spot Goes to School,Eric,Hill,Beginning of the Year,Resource Room
Spot Goes To The Beach,Eric,Hill,Summer,Resource Room
Spot Plays Soccer,Eric,Hill,Sports,Resource Room
Spotted Eagle-Owl Or Snowy Owl,Eric,Geron,Animals,S.T.E.A.M.
Spring,Bruce,Larkin,Spring,Resource Room
Spring Is Here,Violet,Findley,Spring,Resource Room
Spring Is Here,Will,Hillenbrand,Spring,Resource Room
Spring Stinks,Ryan T.,Higgins,Bugs,Resource Room
Spring Stinks,Ryan T.,Higgins,Spring,Resource Room
Sprout Branches Out,Jessika,Von Innerebner,Activity Room,Activity Room
Sprout Branches Out,Jessika Von,Innerebner,Food/Nutrition,Resource Room
Sprout Branches Out,Jessika,Von Innerebner,,
Square,Barnett,Klassen,Shapes,Resource Room
Squirrel's Busy Day,Lucy,Barnard,Fall,Resource Room
"Stand Tall, Molly Lou Melon",Patty,Lovell,Accepting Differences,Resource Room
"Stand Tall, Molly Lou Melon",Patty,Lovell,All About Me,Resource Room
Star of The Week,Barney,Saltzberg,School,Resource Room
Stars and Constellations,Elizabeth,Bennett,Space,Resource Room
Starting the Day,,,Felt Book,Resource Room
Stay Cool at School,Lori,Lite,All About Me,Resource Room
Stay Cool at School,Lori,Lite,School,Resource Room
Stephanie's Ponytail,Robert,Munsch,,
Stevie Wonder,Maria,Isabel,Music,Specials
Stick And Stone,Beth,Ferry,Kindness,Resource Room
Stick And Stone: Best Friends Forever!,Beth,Ferry,How To Be A Friend,Resource Room
Stick Man,Julia,Donaldson,Author Study,Author Study
Stolen Smile,Thierry,Robberecht,Activity Room,Activity Room
"Stomp, Dinosaur, Stomp!",Margaret,Mayo,Dinosaurs,Resource Room
Stone Soup,Tony,Ross,Fairy Tales,S.T.E.A.M.
Stuck in the Mud,Jane,Clarke,Farm,Resource Room
Substitute Groundhog,Pat,Miller,Groundhog's Day,Resource Room
Summer Days And Nights,Wong Herbert,Yee,Summer,Resource Room
Sun,Marion Dane,Bauer,Weather,Resource Room
Sun,Susan,Canizares,Weather,Resource Room
Sun All About Space,Alexandra,Zageris,Space,Resource Room
Sun and Moon,Rosalind ,Mist,Space,Resource Room
Sun Bear Or Polar Bear,Marilyn,Easton,Animals,S.T.E.A.M.
Sun Snow Stars Sky,Catherine,Anholt,Weather,Resource Room
"Sun, Moon and Stars",Stephanie,Turnbull,Space,Resource Room
Sun! One In A Billion,Stacy,McAnulty,Space,Resource Room
Sunny Weather,Sally,Lee,Weather,Resource Room
Sunshine,Anita,Ganeri,Weather,Resource Room
Sunshine and Snowballs,Margaret Wise,Brown,Winter,Resource Room
Super Sharks,Erin,Kelly,Ocean,Resource Room
Super Spiders,Liza,Charlesworth,Animals,S.T.E.A.M.
Super Storms,Seymour,Simon,Weather,Resource Room
Supertato,Sue,Hendra,Food/Nutrition,Resource Room
Supertruck,Stephen,Savage,Transportation,Resource Room
Superworm,Julia,Donaldson,Author Study,Author Study
Susan Laughs,Jeanne,Willis,Activity Room,Activity Room
"Sweet Dreams, Pout-Pout Fish",Deborah,Diesen,Ocean,Resource Room
Swim! Swim!,Lerch,,Summer,Resource Room
Swimming,Leo,Lionni,Author Study,Author Study
Swing,Michael,Hall,Accepting Differences,Resource Room
"Swing, Sloth!",Susan B.,Neuman,Animals,S.T.E.A.M.
Sydney & Simon To The Moon!,Paul A.,Reynolds,S.T.E.A.M. Lab,S.T.E.A.M.
Sylvester and the Magic Pebble,William,Steig,Activity Room,Activity Room
T Is For Turkey,Tanya Lee,Stone,Thanksgiving,Resource Room
T-Rex Trick-or-Treats,Lois G.,Grambling,Halloween,Resource Room
Tabby McTat,Julia,Donaldson,Author Study,Author Study
Tacky's Christmas,Helen,Lester,Christmas,Resource Room
Tacky's Christmas,Helen,Lester,December Holidays,Resource Room
Tad And Dad,David Ezra,Stein,Pond,Resource Room
Taking A Bath With The Dog And Other Things That Make Me Happy,Scott,Menchin,Feelings & Emotions,Resource Room
Tales from Acorn Wood,Julia,Donaldson,Author Study,Author Study
Tall Tall Tree,Anthony D.,Fredericks,Numbers,Resource Room
Tap the Magic Tree,Christie,Matheson,Board Book,Resource Room
Teeny Tiny Farmer,Rachel,Matson,Farm,Resource Room
Teeny Tiny Ghost,Rachel,Matson,Halloween,Resource Room
"Teeth, Tails, & Tentacles",Christopher,Wormmell,Animals,S.T.E.A.M.
"Tell Me, Tree: All About Trees for Kids",Gail,Gibbons,S.T.E.A.M. Lab,S.T.E.A.M.
Ten Apples Up on Top,Dr. Suess,,Apples,Resource Room
Ten Black Dots,Donald,Crews,Numbers,Resource Room
Ten Flying Brooms,Ilanit,Oliver,Halloween,Resource Room
Ten In The Bed,Jane,Cabrera,Numbers,Resource Room
Ten in the Meadow,John,Butler,Activity Room,Activity Room
Ten Littel Fish,Audrey,Wood,Sea Life,
Ten Lucky Leprechauns,Kathryn,Heling,St. Patrick's Day,Resource Room
Ten Magic Butterflies,Danica,McKellar,Bugs,Resource Room
Ten On The Sled,Kim,Norman,Winter,Resource Room
Ten Red Apples,Pat,Hutchins,Apples,Resource Room
Thank You Bear,Greg,Foley,Kindness/Manners,Resource Room
"Thank You, Mr. Panda",Steve,Antony,Kindness/Manners,Resource Room
"Thank You, Thanksgiving",David,Milgrim,Thanksgiving,Resource Room
Thanks For Thanksgiving,Julie,Markes,Thanksgiving,Resource Room
Thanksgiving Is For Giving Thanks,Margaret,Sutherland,Thanksgiving,Resource Room
Thanksgiving Is...,Louise,Borden,Thanksgiving,Resource Room
Thanksgiving Mice!,Bethany,Roberts,Thanksgiving,Resource Room
That Book Woman,Heather,Henson,S.T.E.A.M.,S.T.E.A.M.
That's How Much I Love You,Julie A.,Rudi,Valentine's Day,Resource Room
That's My Truck!,Dr. Becky,Kennedy,Sharing,Resource Room
"That's Not Funny, David!",David ,Shannon,Activity Room,Activity Room
That's Not My Dinosaur,Fiona,Watt,Dinosaurs,Resource Room
That's Not My Hedgehog... It's ears are too fluffy,Fiona,Watt,Zoo,Resource Room
That's Not My Kitten,Fiona,Watt,Board Book,Resource Room
That's Not My Reindeer,Fiona,Watt,Board Book,Resource Room
The 12 Days of Kindness,Jenna,Lettice,Kindness,Resource Room
The 12 Days of Kindness,Jenna,Lettice,Kindness/Manners,Resource Room
The 12 Days of Kindness,Jenna,Lettice,,
The 12 Days of Preschool,Jenna ,Lettice,Beginning of the Year,Resource Room
The 12 Days Of Valentine's,Jenna,Lettice,Valentine's Day,Resource Room
The 3 Little Pigs,,,Felt Book,Resource Room
The ABC's of Black History,Rio,Cortez,Black History,Resource Room
"The Adventures Of Brisky Bear & Trooper Dog: Be Kind, Be Friendly, Be Thankful",Phil,Callaway,Kindness/Manners,Resource Room
The Alphabet Book,P.D.,Eastman,Board Book,Resource Room
The Alphabet Tree,Leo,Lionni,Alaphabet,Resource Room
The alphabet tree,Leo,Lionni,Author Study,Author Study
The Amazing Turkey Rescue,Steve,Metzger,Thanksgiving,Resource Room
The Animal Countdown,Frances,Bacon,Numbers,Resource Room
The Animal Song,Jonty,Howley,Music,Specials
The Ant and the Elephant,Bill,Peet,Fairy Tales,S.T.E.A.M.
The Apple Pie Tree,Zoe,Hall,Apples,Resource Room
The Apples on the Tree,Steve ,Metzger,Apples,Resource Room
The Art of Sculpture,Scholastic,,Artists,S.T.E.A.M.
The Artist in the Hayloft,Grant,Wood,Artists,S.T.E.A.M.
The Bad Seed,Jory,Jordan,Author Study,Author Study
The Bad Seed,Jory ,John,Beginning of the Year,Resource Room
The Bad Seed,Jory,John,Kindness/Manners,Resource Room
The Bad Seed Goes to the Library,Jory,Jordan,Author Study,Author Study
The Beach Is Loud,Samantha,Cotterill,Summer,Resource Room
The Bear Santa Claus Forgot,Diana,Kimpton,December Holidays,Resource Room
The Beeman,Laurie,Krebs,Insects,S.T.E.A.M.
The Berenstain Bears And The Joy of Giving,Jan,Berenstain,December Holidays,Resource Room
The Berenstain Bears On The Moon,Stan,Berenstain,Space,Resource Room
The Berenstain Bears Visit the Firehouse,Mike,Berenstain,Fire Safety,Resource Room
The Berenstain Bears: Kindness Counts,Jan,Berenstain,Kindness/Manners,Resource Room
The Berenstain Bears' Easter Parade,Mike,Berenstain,Easter,Resource Room
The Berenstain Bears' Valentine Party,Jan,Berenstain,Valentine's Day,Resource Room
The Best Mouse Cookie,Laura,Numeroff,Author Study,Author Study
The Best Nest,P.D.,Eastman,Spring,Resource Room
The Best Part of Me,Mr.,Mault's,All About Me,Resource Room
The Best Teacher Ever,Mercer,Mayer,School,Resource Room
The Best Thanksgiving Ever!,Teddy,Slater,Thanksgiving,Resource Room
The Big Aqua Book Of Beginner Books,Dr.,Suess,Dr. Seuss,Resource Room
The Big Book Of Things That Go,DK,Publishing,Transportation,Resource Room
The Big Cheese,Jory,Jordan,Author Study,Author Study
The Big Storm A Very Soggy Counting Book,Nancy,Tafuri,Weather,Resource Room
The Big Wide-Mouthed Frog,Ana Martin,Larranaga,Pond,Resource Room
The Biggest Apple Ever,Steven,Kroll,Apples,Resource Room
The Biggest House in the World,Leo,Lionni,Author Study,Author Study
The Biggest Kiss,Joanna,Walsh,Valentine's Day,Resource Room
The Biggest Snowman Ever,Steven,Kroll,Winter,Resource Room
The Black Rabbit,Philippa,Leathers,Groundhog's Day,Resource Room
The Boy Who Drew Birds,Jacquelyn,Davies,The World,
The Boy Who Loved Maps,Kari,Allen,Activity Room,Activity Room
"The Boy with Big, Big Feelings",Britney Winn,Lee,Feelings/Emotion,Resource Room
The Bravest Fish,Matt,Buckingham,Ocean,Resource Room
The Bugs Go Marching,Rozanne Lanczak,Williams,Bugs,Resource Room
The Busy Body Book,Lizzy,Rockwell,Me & My Body,Resource Room
The Butterfly Alphabet Book,Brian,Cassie,Insects,S.T.E.A.M.
The Butterfly Counting Book,Jerry,Pallotta,Bugs,Resource Room
The Camping Trip,Jennifer K.,Mann,Camping,Resource Room
The Caring Me I Want to Be,Mary,DiPalermo,All About Me,Resource Room
The Caring Me I Want To Be!,Mary,DiPalermo,Kindness/Manners,Resource Room
The Case Of The Missing Chalk Drawings,Richard,Byrne,Colors,Resource Room
The Cat In The Hat,Dr.,Seuss,Dr. Seuss,Resource Room
The Children Who Loved Books,Peter,Carnavas,Activity Room,Activity Room
The Christmas Angels,Claire,Freedman,Christmas,Resource Room
The Class Pet From The Black Lagoon,Mike,Thaler,Pets,Resource Room
The Color Monster: A Pop-Up Book Of Feelings,Anna,Llenas,Feelings & Emotions,Resource Room
The Colorful Snowman,Karyn,Price,Accepting Differences,Resource Room
The Colors Of Winter,Danna,Smith,Winter,Resource Room
The Community,Judy,Instructo,The World,
The Cool Bean,Jory,Jordan,Author Study,Author Study
The Cool Bean Makes a Splash,Jory,Jordan,Author Study,Author Study
The Couch Potato,Jory,Jordan,Author Study,Author Study
The Count's Hanukkah Countdown,Tilda,Balsley,December Holidays,Resource Room
The Counting Zoo: A Pop-Up Number Book,Lynette,Ruschak,Numbers,Resource Room
The Cow That Laid an Egg,Andy,Cutbill,Farm,Resource Room
The Cow Who Clucked,Denise,Fleming,Author Study,Author Study
The Crayon Box That Talked,Shane,DeRolf,Accepting Differences,Resource Room
The Crayons Book Of Colors,Drew,Daywalt,Colors,Resource Room
The Crayons Book Of Feelings,Drew,Daywalt,Feelings/Emotion,Resource Room
The Crayons Love Our Planet,Drew,Daywalt,Earth Day,Resource Room
The Crayons' Book of Numbers,Drew,Daywalt,Numbers,Resource Room
The Curious Kid's Science Book,Asia,Citro,S.T.E.A.M. Lab,S.T.E.A.M.
The Dandelion Seed,Joseph,Anthony,Garden,STEAM
The Day It Rained Hearts,Felicia,Bond,Valentine's Day,Resource Room
The Day the Crayons Quit,Drew,Daywalt,School,Resource Room
The Day the Goose Got Loose,Reeve,Lindbergh,,
The Detective Dog,Julia,Donaldson,Author Study,Author Study
The Do-Nothing Monster,Kate,Bucknell,Feelings & Emotions,Resource Room
The Dot,Peter,Reynolds,Activity Room,Activity Room
The Dot,Peter H.,Reynolds,All About Me,Resource Room
The Dot,Peter H.,Reynolds,Artists,S.T.E.A.M.
The Dot,Peter,Reynolds,Author Study,Author Study
The Duckling Gets a Cookie,Mo ,Williams,Author Study,Author Study
The Duckling Gets A Cookie!?,Mo,Williams,Food/Nutrition,Resource Room
The Earth Book,Todd,Parr,Earth Day,Resource Room
The Earth Gives More,Sue,Fliess,Earth Day,Resource Room
The Elements: A Visual Exploration of Every Known Atom in the Universe,Theodore ,Gray,S.T.E.A.M. Lab,S.T.E.A.M.
The Elves And The Shoemaker,Mara,Alperin,Fairy Tales,Resource Room
The Emporor's Egg,Martin,Jenkins,Polar Animals,Resource Room
The Enormous Potato,Aubrey,Davis,Farm,Resource Room
The Enormous Potato,Aubrey,Davis,Food/Nutrition,Resource Room
The Enormous Turnip,Bridie ,McBeath,Food/Nutrition,Resource Room
The Fabled Stables: Belly Of The Beast,Jonathan ,Auxier,Fairy Tales,Resource Room
The Fabled Stables: Trouble With Tattle-Tails,Jonathan ,Auxier,Fairy Tales,Resource Room
The Fabled Stables: Willa The Wisp,Jonathan ,Auxier,Fairy Tales,Resource Room
The Family Book,Todd,Parr,Family,Resource Room
The Farmer's Away! Baa! Neigh!,Anne Vittur,Kennedy,Farm,Resource Room
The Feel Good Book,Todd,Parr,Feelings & Emotions,Resource Room
The Feel Good Book,Todd,Parr,Feelings/Emotion,Resource Room
The Feels,Kelly,Oriard,Feelings/Emotion,Resource Room
The Fire Engine Book,Tibor,Gergely,Fire Safety,Resource Room
The First Day of Winter,Denise,Fleming,Author Study,Author Study
The First Day of Winter,Denise,Fleming,Winter,Resource Room
The Foolish Tortoise,Richard,Buckley,Pets,Resource Room
The Fox and the Falling Leaves,Julia,Rawlinson,Fall,Resource Room
The Giant Hug,Sandra,Horning,Community Helpers,Resource Room
The Gingerbread Boy,Paul,Galdone,Fairy Tales,S.T.E.A.M.
The Gingerbread Cowboy,Janet,Squires,Gingerbread,Resource Room
The Gingerbread Kid Goes To School,Joan,Holub,Gingerbread,Resource Room
The Gingerbread Man,Mara,Alperin,Gingerbread,Resource Room
The Gingerbread Man,Karen,Schmidt,Gingerbread,Resource Room
The Gingerbread Man,Gail,Yerrill,Gingerbread,Resource Room
The Gingerbread Man Loose At Christmas,Laura,Murray,Gingerbread,Resource Room
The Gingerbread Man Loose On The Fire Truck,Laura,Murray,Gingerbread,Resource Room
The Gingerbread Pirates,Kristin,Kladstrup,Gingerbread,Resource Room
"The Girl with Big, Big Questions",Britney Winn,Lee,Activity Room,Activity Room
The Going to Bed Book,Sandra,Boynton,Board Book,Resource Room
The Golden Acorn,Katy,Hudson,Apples,Resource Room
The Goldnen Acorn,Katy,Hudson,Beginning of the Year,Resource Room
The Good Egg,Jory,Jordan,Author Study,Author Study
The Good Egg,Jory ,John,Beginning of the Year,Resource Room
The Good Egg and the Talent Show,Jory,Jordan,Author Study,Author Study
"The Good, The Bad, And The Spooky",Jory,John,Halloween,Resource Room
The Goodnight Train,June,Sobel,Transportation,Resource Room
The Great Barrier Reef An Undersea Adventure,Susan,Ring,Sea Life,
The Great Eggscape,Jory,John,Easter,Resource Room
The Great Gracie Chase Stop That Dog!,Cynthia ,Rylant,Pets,Resource Room
The Great Turkey Race,Steve,Metzger,Thanksgiving,Resource Room
The Greedy Python,Richard,Buckley,Activity Room,Activity Room
The Greedy Python,Eric,Carle,Tiny Seeds,Resource Room
The Greedy Pyton,Richard,Buckley,Kindness/Manners,Resource Room
The Green Sea Turtle,Chris,Meramec,Ocean,Resource Room
The Grouchy Ladybug,Eric,Carle,Author Study,Author Study
The Gruffalo,Julia,Donaldson,Author Study,Author Study
The Gruffalo,Julia,Donaldson,,
The Gruffalo's Child,Julia,Donaldson,Author Study,Author Study
The Halloween Play,Felicia,Bond,Halloween,Resource Room
The Happy Book And Other Feelings ,Andy ,Rash,Feelings & Emotions,Resource Room
The Hat,Jan,Brett,Author Study,Author Study
The Home Builders,Varsha,Bajaj,Animals,S.T.E.A.M.
The Hugasaurus,Rachel,Bright,How To Be A Friend,Resource Room
The Human Body: Inside And Out,Andy,Morrison,Me & My Body,Resource Room
The Hungry Monster,Kate,Bucknell,Feelings & Emotions,Resource Room
The Icky Bug Alphabet Book,Jerry,Pallotta,Bugs,Resource Room
The Itsy Bitsy Spider,Iza,Trapani,Bugs,Resource Room
The Jacket I Wear In The Snow,Shirley,Neitzel,Winter,Resource Room
The Jelly Donut Difference,Maria,Dismondy,Kindness,Resource Room
The Jolly Barnyard,Annie North ,Bedford,Farm,Resource Room
The Jolly Postman or Other People's Letters,Janet,Ahlberg,Community Helpers,Resource Room
The Kindness Book,Todd,Parr,Chapel,Specials
The Kissing Hand,Audrey,Penn,Beginning of the Year,Resource Room
The Kissing Hand,Audrey,Penn,Mother's Day/ Father's Day,Resource Room
The Kissing Hand,Audrey,Penn,School,Resource Room
The Koala Who Could,Rachel,Bright,Activity Room,Activity Room
The Lamb Who Came To Dinner,Steve,Smallman,Fairy Tales,Resource Room
The Land Of Colors,Klamath County,YMCA Family Preschool,Accepting Differences,Resource Room
The Leaf Thief,Alice,Hemming,Fall,Resource Room
The Legend of Spookley the Square Pumpkin,Joe,Troiano,Fall,Resource Room
The Legend Of Spookley The Square Pumpkin,Joe,Troiano,Halloween,Resource Room
The Legend Of The Indian Paintbrush,Tomie,dePaola,Thanksgiving,Resource Room
The Letters Are Lost,Lisa Campbell,Ernst,Zoo Phonics,Resource Room
The Little Book Of Camping,Zack,Bush,Camping,Resource Room
The Little Butterfly That Could,Ross,Burach,Spring,Resource Room
The Little Caterpillars,Bill,Martin Jr.,Bugs,Resource Room
The Little Dreamer,Joan,Holub,Activity Room,Activity Room
The Little Drummer Boy,Ezra Jack,Keats,Author Study,Author Study
The Little Engine That Could,Watty,Piper,S.T.E.A.M.,S.T.E.A.M.
The Little Engine That Could,Watty,Piper,Transportation,Resource Room
The Little Fire Engine,Lois,Lenski,Transportation,S.T.E.A.M.
The Little Green Witch,Barbara Barbieri,McGrath,Fairy Tales,Resource Room
"The Little Mouse, The Red Ripe Strawberry, and The Big Hungry Bear",Don and Audrey,Wood,Board Book,Resource Room
"The Little Mouse, The Red Ripe Strawberry, and The Big Hungry Bear",Don and Audrey,Wood,Board Book,Resource Room
"The Little Mouse, The Red Ripe Strawberry, And The Big Hungry Bear",Don,Wood,Colors,Resource Room
The Little Old Lady Who Was Not Afraid Of Anything,Linda,Williams,Halloween,Resource Room
The Little Paintbrush ,Bjorn F. ,Rorvik,Artists,S.T.E.A.M.
The Little Red Fort,Brenda,Maier,Fairy Tales,S.T.E.A.M.
The Little Red Hen,Paul,Galdone,Fairy Tales,Resource Room
The Little Red Hen,Elizabeth,Lane,Fairy Tales,S.T.E.A.M.
The Little Red Hen,Addison,Wesley,Fairy Tales,S.T.E.A.M.
The Little Red Hen ,Paul,Galdone,Helping & Giving,Resource Room
The Little Red Hen (Makes a Pizza),Philemon,Sturges,Helping & Giving,Resource Room
The Little Snowflake,Steve,Metzger,Winter,Resource Room
The Littlest Bunny In Ohio,May,Joe,Easter,Resource Room
The Littlest Cupid,Brandi,Dougherty,Valentine's Day,Resource Room
The Littlest Leprechaun,Brandi,Dougherty,St. Patricks Day,Resource Room
The Littlest Pilgrim,Brandi,Dougherty,Thanksgiving,Resource Room
The Littlest Witch,Brandi,Dougherty,Halloween,Resource Room
The Littlest Yak,Lu,Fraser,Winter,Resource Room
The Lorax,Dr.,Suess,Earth Day,Resource Room
The Lost House,B.B.,Cronin,Activity Room,Activity Room
The Love in my Heart,Tim,Bugbird,Activity Room,Activity Room
The Luckiest St. Patrick's Day Ever!,Teddy,Slater,St. Patricks Day,Resource Room
